 T: 2018-06-20 14:06:48,314 |L: DEBUG |TH: Agent: adapter run thread for test 'LoginAsROLUser' with id 'debdf972-8295-4b65-9b67-7fb4ca2c67cf' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:33,098 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:33,098 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~TestCaseName  = Employee_personaldetailsDefinition ~ ScenarioName =Validate the error handling functionality of ROL ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:33,099 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:33,100 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:33,101 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:34,538 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:34,538 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:34,540 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:34,540 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:35,119 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:35,119 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:35,121 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:35,121 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:37,363 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:37,363 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~TestCaseName  = Employee_personaldetailsDefinition ~ ScenarioName =Validate the error handling functionality of ROL ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:37,363 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:37,365 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:37,365 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:39,035 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:39,035 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:39,037 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:39,037 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:39,948 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:39,950 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:39,951 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:39,951 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:42,238 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:42,238 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~TestCaseName  = Employee_personaldetailsDefinition ~ ScenarioName =Validate the error handling functionality of ROL ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:42,238 |L: DEBUG |TH: Agent: adapter run thread for test 'ValidateTheErrorHandlingFunctionalityOfROL' with id '40989e4d-5ddf-45e9-8cdb-6d4c36eb9055' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:42,267 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:42,268 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:42,268 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:42,278 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:42,870 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:42,871 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:42,887 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:42,892 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:42,914 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:42,914 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:42,916 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:42,916 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:43,490 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:43,491 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:43,494 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:43,494 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:43,575 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~TestCaseName  = RegistrationROLDefinition ~ ScenarioName =User forgot the passsword and reset it ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:43,575 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:43,578 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:43,581 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:44,111 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:44,111 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:44,115 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:07:44,116 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:10,024 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:10,025 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:10,028 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:10,028 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:10,078 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:10,079 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~TestCaseName  = ForgotPasswordROLDefinition ~ ScenarioName =User forgot the passsword and reset it ~ Result = Assert Passed ~ Message=  ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:10,079 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:10,081 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:10,082 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:10,082 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:10,083 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:11,226 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:11,226 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:11,228 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:11,229 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:11,521 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:11,521 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:11,524 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:11,524 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Entry ~ ScreenShot File = Not Applicable 
 T: 2018-06-20 14:08:11,973 |L: DEBUG |TH: Agent: adapter run thread for test 'UserForgotThePassswordAndResetIt' with id 'f828e9ea-92e0-42c9-997a-97063e8b2fc5' |L: MMSG.Automation |MSG:  UserName =  ~ Password =  ~UserType=    ~ TransactionTimings =  ~ BrowserName =  ~ ~Message = Exit ~ ScreenShot File = Not Applicable 
